city,condition,section_key,section_title,raw_number,presence_count,presence_category,cross_condition_note
dublin,b1,geographic,Geographic Distribution,23%,2,in_exactly_2_of_3,n/a
dublin,b1,operational,Operational and Funding Models,15,3,in_all_3,stable_in_both
dublin,b1,geographic,Geographic Distribution,7,3,in_all_3,stable_in_both
dublin,b1,geographic,Geographic Distribution,16,2,in_exactly_2_of_3,n/a
dublin,b1,types,Types of Food Sharing Initiatives,1,1,in_exactly_1_of_3,n/a
dublin,b1,geographic,Geographic Distribution,8,3,in_all_3,n/a
dublin,b1,notable,Notable Initiatives,8,3,in_all_3,stable_b1_absent_from_all_full
dublin,b1,reach,Reach and Activity,42,3,in_all_3,stable_in_both
dublin,b1,reach,Reach and Activity,43,3,in_all_3,stable_in_both
dublin,b1,geographic,Geographic Distribution,18,3,in_all_3,stable_in_both
dublin,b1,geographic,Geographic Distribution,10,1,in_exactly_1_of_3,n/a
dublin,b1,notable,Notable Initiatives,10,3,in_all_3,stable_b1_absent_from_all_full
dublin,b1,types,Types of Food Sharing Initiatives,2.9%,1,in_exactly_1_of_3,n/a
dublin,b1,reach,Reach and Activity,19,3,in_all_3,stable_b1_absent_from_all_full
dublin,b1,geographic,Geographic Distribution,11,3,in_all_3,n/a
dublin,b1,types,Types of Food Sharing Initiatives,69,3,in_all_3,stable_in_both
dublin,b1,operational,Operational and Funding Models,13,3,in_all_3,stable_in_both
dublin,b1,digital,Digital Presence and Accessibility,4,3,in_all_3,stable_in_both
dublin,b1,geographic,Geographic Distribution,1,3,in_all_3,stable_in_both
dublin,b1,notable,Notable Initiatives,1,3,in_all_3,stable_in_both
dublin,b1,reach,Reach and Activity,28,3,in_all_3,stable_in_both
dublin,b1,types,Types of Food Sharing Initiatives,34,3,in_all_3,stable_in_both
dublin,b1,operational,Operational and Funding Models,22,3,in_all_3,stable_in_both
dublin,b1,geographic,Geographic Distribution,4,1,in_exactly_1_of_3,n/a
dublin,b1,notable,Notable Initiatives,4,3,in_all_3,stable_b1_absent_from_all_full
dublin,b1,geographic,Geographic Distribution,12,3,in_all_3,stable_in_both
dublin,b1,notable,Notable Initiatives,12,3,in_all_3,stable_in_both
dublin,b1,geographic,Geographic Distribution,28%,2,in_exactly_2_of_3,n/a
dublin,b1,types,Types of Food Sharing Initiatives,31,3,in_all_3,stable_in_both
dublin,b1,notable,Notable Initiatives,3,3,in_all_3,stable_b1_absent_from_all_full
dublin,b1,digital,Digital Presence and Accessibility,27,3,in_all_3,stable_in_both
dublin,b1,types,Types of Food Sharing Initiatives,25,3,in_all_3,stable_in_both
dublin,b1,reach,Reach and Activity,69,3,in_all_3,stable_in_both
dublin,b1,types,Types of Food Sharing Initiatives,7.2%,3,in_all_3,stable_in_both
dublin,b1,geographic,Geographic Distribution,69,3,in_all_3,stable_in_both
dublin,b1,notable,Notable Initiatives,69,3,in_all_3,stable_in_both
dublin,b1,types,Types of Food Sharing Initiatives,37,3,in_all_3,stable_in_both
dublin,b1,reach,Reach and Activity,7,3,in_all_3,stable_in_both
dublin,b1,types,Types of Food Sharing Initiatives,1.4,1,in_exactly_1_of_3,n/a
dublin,b1,reach,Reach and Activity,40%,3,in_all_3,stable_b1_absent_from_all_full
dublin,b1,geographic,Geographic Distribution,32%,3,in_all_3,stable_b1_absent_from_all_full
dublin,b1,digital,Digital Presence and Accessibility,39,3,in_all_3,stable_in_both
dublin,b1,notable,Notable Initiatives,7,3,in_all_3,stable_b1_absent_from_all_full
dublin,b1,types,Types of Food Sharing Initiatives,49.3%,3,in_all_3,stable_in_both
dublin,b1,geographic,Geographic Distribution,22,3,in_all_3,n/a
dublin,b1,notable,Notable Initiatives,22,3,in_all_3,stable_in_both
dublin,b1,notable,Notable Initiatives,34,3,in_all_3,stable_b1_absent_from_all_full
dublin,b1,types,Types of Food Sharing Initiatives,33,3,in_all_3,stable_in_both
dublin,b1,types,Types of Food Sharing Initiatives,5,3,in_all_3,stable_in_both
dublin,b1,reach,Reach and Activity,20,3,in_all_3,stable_in_both
dublin,b1,types,Types of Food Sharing Initiatives,14,2,in_exactly_2_of_3,n/a
dublin,b1,notable,Notable Initiatives,31,3,in_all_3,stable_in_both
dublin,b1,operational,Operational and Funding Models,23,1,in_exactly_1_of_3,n/a
dublin,b1,operational,Operational and Funding Models,21,3,in_all_3,stable_in_both
dublin,b1,types,Types of Food Sharing Initiatives,2,1,in_exactly_1_of_3,n/a
dublin,b1,operational,Operational and Funding Models,3,3,in_all_3,n/a
dublin,b1,reach,Reach and Activity,15,3,in_all_3,stable_in_both
dublin,b1,geographic,Geographic Distribution,37,1,in_exactly_1_of_3,n/a
dublin,b1,notable,Notable Initiatives,37,3,in_all_3,stable_in_both
dublin,b1,geographic,Geographic Distribution,15,3,in_all_3,stable_in_both
dublin,b1,notable,Notable Initiatives,15,3,in_all_3,stable_in_both
dublin,b1,types,Types of Food Sharing Initiatives,20.3%,2,in_exactly_2_of_3,n/a
dublin,b1,notable,Notable Initiatives,9,3,in_all_3,stable_b1_absent_from_all_full
dublin,b1,operational,Operational and Funding Models,69,3,in_all_3,stable_in_both
dublin,b1,operational,Operational and Funding Models,7,3,in_all_3,stable_in_both
dublin,b1,types,Types of Food Sharing Initiatives,36.2%,3,in_all_3,stable_in_both
dublin,b1,operational,Operational and Funding Models,10,3,in_all_3,stable_in_both
dublin,b1,geographic,Geographic Distribution,47,2,in_exactly_2_of_3,n/a
dublin,b1,geographic,Geographic Distribution,5,3,in_all_3,stable_in_both
dublin,b1,notable,Notable Initiatives,5,3,in_all_3,stable_in_both
dublin,b1,geographic,Geographic Distribution,14%,2,in_exactly_2_of_3,n/a
dublin,b1,reach,Reach and Activity,27,3,in_all_3,stable_in_both
dublin,b1,geographic,Geographic Distribution,3,2,in_exactly_2_of_3,n/a
dublin,b1,digital,Digital Presence and Accessibility,69,3,in_all_3,stable_in_both
dublin,b1,geographic,Geographic Distribution,2,3,in_all_3,stable_in_both
dublin,b1,notable,Notable Initiatives,2,3,in_all_3,stable_in_both
dublin,b1,operational,Operational and Funding Models,46,3,in_all_3,stable_in_both
london,full,reach,Reach and Activity,106,3,in_all_3,stable_in_both
london,full,digital,Digital Presence and Accessibility,52,3,in_all_3,stable_in_both
london,full,digital,Digital Presence and Accessibility,45,3,in_all_3,stable_in_both
london,full,operational,Operational and Funding Models,15,3,in_all_3,stable_in_both
london,full,geographic,Geographic Distribution,7,3,in_all_3,stable_in_both
london,full,types,Types of Food Sharing Initiatives,6,1,in_exactly_1_of_3,n/a
london,full,reach,Reach and Activity,"14,896",3,in_all_3,stable_in_both
london,full,notable,Notable Initiatives,52,3,in_all_3,stable_in_both
london,full,types,Types of Food Sharing Initiatives,12,3,in_all_3,stable_in_both
london,full,operational,Operational and Funding Models,4,3,in_all_3,stable_in_both
london,full,operational,Operational and Funding Models,33,3,in_all_3,stable_in_both
london,full,operational,Operational and Funding Models,5,3,in_all_3,stable_in_both
london,full,geographic,Geographic Distribution,10,3,in_all_3,stable_in_both
london,full,notable,Notable Initiatives,10,3,in_all_3,stable_in_both
london,full,geographic,Geographic Distribution,"1,000",1,in_exactly_1_of_3,n/a
london,full,geographic,Geographic Distribution,3%,2,in_exactly_2_of_3,n/a
london,full,types,Types of Food Sharing Initiatives,52%,1,in_exactly_1_of_3,n/a
london,full,geographic,Geographic Distribution,10.2%,1,in_exactly_1_of_3,n/a
london,full,operational,Operational and Funding Models,2,3,in_all_3,stable_in_both
london,full,reach,Reach and Activity,72,3,in_all_3,stable_in_both
london,full,types,Types of Food Sharing Initiatives,106,3,in_all_3,stable_in_both
london,full,types,Types of Food Sharing Initiatives,63,3,in_all_3,stable_in_both
london,full,types,Types of Food Sharing Initiatives,17,3,in_all_3,stable_in_both
london,full,operational,Operational and Funding Models,106,3,in_all_3,stable_in_both
london,full,operational,Operational and Funding Models,17,3,in_all_3,stable_in_both
london,full,types,Types of Food Sharing Initiatives,22,3,in_all_3,stable_in_both
london,full,geographic,Geographic Distribution,2.5,1,in_exactly_1_of_3,n/a
london,full,reach,Reach and Activity,62,3,in_all_3,stable_in_both
london,full,operational,Operational and Funding Models,39,3,in_all_3,stable_in_both
london,full,geographic,Geographic Distribution,4,1,in_exactly_1_of_3,n/a
london,full,geographic,Geographic Distribution,0.004,1,in_exactly_1_of_3,n/a
london,full,types,Types of Food Sharing Initiatives,52.8%,1,in_exactly_1_of_3,n/a
london,full,operational,Operational and Funding Models,18,1,in_exactly_1_of_3,n/a
london,full,operational,Operational and Funding Models,43,3,in_all_3,stable_in_both
london,full,digital,Digital Presence and Accessibility,106,3,in_all_3,stable_in_both
london,full,geographic,Geographic Distribution,"220,000",1,in_exactly_1_of_3,n/a
london,full,notable,Notable Initiatives,27,3,in_all_3,stable_in_both
london,full,reach,Reach and Activity,63,3,in_all_3,stable_in_both
london,full,geographic,Geographic Distribution,106,3,in_all_3,stable_in_both
london,full,digital,Digital Presence and Accessibility,16,3,in_all_3,stable_in_both
london,full,notable,Notable Initiatives,106,3,in_all_3,stable_in_both
london,full,notable,Notable Initiatives,63,3,in_all_3,stable_in_both
london,full,notable,Notable Initiatives,7,3,in_all_3,stable_in_both
london,full,geographic,Geographic Distribution,22,3,in_all_3,stable_in_both
london,full,types,Types of Food Sharing Initiatives,49.1%,1,in_exactly_1_of_3,n/a
london,full,reach,Reach and Activity,29,3,in_all_3,stable_in_both
london,full,types,Types of Food Sharing Initiatives,59.4%,1,in_exactly_1_of_3,n/a
london,full,types,Types of Food Sharing Initiatives,56,3,in_all_3,stable_in_both
london,full,types,Types of Food Sharing Initiatives,5,2,in_exactly_2_of_3,n/a
london,full,geographic,Geographic Distribution,54.7%,1,in_exactly_1_of_3,n/a
london,full,reach,Reach and Activity,46,3,in_all_3,stable_in_both
london,full,types,Types of Food Sharing Initiatives,16.0%,3,in_all_3,stable_in_both
london,full,types,Types of Food Sharing Initiatives,17.0%,3,in_all_3,stable_in_both
london,full,types,Types of Food Sharing Initiatives,4.7%,2,in_exactly_2_of_3,n/a
london,full,reach,Reach and Activity,25,3,in_all_3,stable_in_both
london,full,types,Types of Food Sharing Initiatives,20.8%,3,in_all_3,stable_in_both
london,full,operational,Operational and Funding Models,28,3,in_all_3,stable_in_both
london,full,geographic,Geographic Distribution,1.5,1,in_exactly_1_of_3,n/a
london,full,geographic,Geographic Distribution,40.5%,1,in_exactly_1_of_3,n/a
london,full,operational,Operational and Funding Models,26,3,in_all_3,stable_in_both
london,full,operational,Operational and Funding Models,104,3,in_all_3,stable_in_both
london,full,types,Types of Food Sharing Initiatives,5.7%,1,in_exactly_1_of_3,n/a
london,full,reach,Reach and Activity,33,3,in_all_3,stable_in_both
london,full,geographic,Geographic Distribution,49.1%,1,in_exactly_1_of_3,n/a
london,full,geographic,Geographic Distribution,15%,2,in_exactly_2_of_3,n/a
london,full,types,Types of Food Sharing Initiatives,52,3,in_all_3,stable_in_both
london,full,geographic,Geographic Distribution,33,3,in_all_3,stable_in_both
london,full,notable,Notable Initiatives,33,3,in_all_3,stable_in_both
london,full,types,Types of Food Sharing Initiatives,18,3,in_all_3,stable_in_both
london,full,geographic,Geographic Distribution,"330,000",1,in_exactly_1_of_3,n/a
london,full,types,Types of Food Sharing Initiatives,11.3%,3,in_all_3,stable_in_both
london,full,geographic,Geographic Distribution,62%,2,in_exactly_2_of_3,n/a
london,full,reach,Reach and Activity,27,3,in_all_3,stable_in_both
london,full,geographic,Geographic Distribution,2,3,in_all_3,stable_full_absent_from_all_b1
london,b1,reach,Reach and Activity,106,3,in_all_3,stable_in_both
london,b1,geographic,Geographic Distribution,57%,1,in_exactly_1_of_3,n/a
london,b1,digital,Digital Presence and Accessibility,52,3,in_all_3,stable_in_both
london,b1,digital,Digital Presence and Accessibility,45,3,in_all_3,stable_in_both
london,b1,operational,Operational and Funding Models,15,3,in_all_3,stable_in_both
london,b1,geographic,Geographic Distribution,7,3,in_all_3,stable_in_both
london,b1,types,Types of Food Sharing Initiatives,6,3,in_all_3,n/a
london,b1,reach,Reach and Activity,"14,896",3,in_all_3,stable_in_both
london,b1,notable,Notable Initiatives,52,3,in_all_3,stable_in_both
london,b1,types,Types of Food Sharing Initiatives,12,3,in_all_3,stable_in_both
london,b1,operational,Operational and Funding Models,4,3,in_all_3,stable_in_both
london,b1,operational,Operational and Funding Models,33,3,in_all_3,stable_in_both
london,b1,operational,Operational and Funding Models,5,3,in_all_3,stable_in_both
london,b1,geographic,Geographic Distribution,10,3,in_all_3,stable_in_both
london,b1,notable,Notable Initiatives,10,3,in_all_3,stable_in_both
london,b1,geographic,Geographic Distribution,11,1,in_exactly_1_of_3,n/a
london,b1,operational,Operational and Funding Models,2,3,in_all_3,stable_in_both
london,b1,reach,Reach and Activity,72,3,in_all_3,stable_in_both
london,b1,notable,Notable Initiatives,19,3,in_all_3,stable_b1_absent_from_all_full
london,b1,types,Types of Food Sharing Initiatives,106,3,in_all_3,stable_in_both
london,b1,types,Types of Food Sharing Initiatives,63,3,in_all_3,stable_in_both
london,b1,geographic,Geographic Distribution,12%,1,in_exactly_1_of_3,n/a
london,b1,types,Types of Food Sharing Initiatives,17,3,in_all_3,stable_in_both
london,b1,operational,Operational and Funding Models,106,3,in_all_3,stable_in_both
london,b1,operational,Operational and Funding Models,17,3,in_all_3,stable_in_both
london,b1,geographic,Geographic Distribution,1,2,in_exactly_2_of_3,n/a
london,b1,types,Types of Food Sharing Initiatives,22,3,in_all_3,stable_in_both
london,b1,reach,Reach and Activity,62,3,in_all_3,stable_in_both
london,b1,operational,Operational and Funding Models,39,3,in_all_3,stable_in_both
london,b1,geographic,Geographic Distribution,4,2,in_exactly_2_of_3,n/a
london,b1,types,Types of Food Sharing Initiatives,52.8%,3,in_all_3,n/a
london,b1,operational,Operational and Funding Models,18,3,in_all_3,n/a
london,b1,operational,Operational and Funding Models,43,3,in_all_3,stable_in_both
london,b1,digital,Digital Presence and Accessibility,106,3,in_all_3,stable_in_both
london,b1,notable,Notable Initiatives,27,3,in_all_3,stable_in_both
london,b1,reach,Reach and Activity,63,3,in_all_3,stable_in_both
london,b1,geographic,Geographic Distribution,106,3,in_all_3,stable_in_both
london,b1,digital,Digital Presence and Accessibility,16,3,in_all_3,stable_in_both
london,b1,notable,Notable Initiatives,106,3,in_all_3,stable_in_both
london,b1,notable,Notable Initiatives,63,3,in_all_3,stable_in_both
london,b1,notable,Notable Initiatives,7,3,in_all_3,stable_in_both
london,b1,geographic,Geographic Distribution,22,3,in_all_3,stable_in_both
london,b1,types,Types of Food Sharing Initiatives,49.1%,3,in_all_3,n/a
london,b1,reach,Reach and Activity,29,3,in_all_3,stable_in_both
london,b1,types,Types of Food Sharing Initiatives,59.4%,3,in_all_3,n/a
london,b1,types,Types of Food Sharing Initiatives,56,3,in_all_3,stable_in_both
london,b1,types,Types of Food Sharing Initiatives,5,3,in_all_3,n/a
london,b1,types,Types of Food Sharing Initiatives,6.6%,2,in_exactly_2_of_3,n/a
london,b1,reach,Reach and Activity,46,3,in_all_3,stable_in_both
london,b1,types,Types of Food Sharing Initiatives,16.0%,3,in_all_3,stable_in_both
london,b1,types,Types of Food Sharing Initiatives,17.0%,3,in_all_3,stable_in_both
london,b1,types,Types of Food Sharing Initiatives,4.7%,3,in_all_3,n/a
london,b1,reach,Reach and Activity,25,3,in_all_3,stable_in_both
london,b1,types,Types of Food Sharing Initiatives,20.8%,3,in_all_3,stable_in_both
london,b1,operational,Operational and Funding Models,28,3,in_all_3,stable_in_both
london,b1,geographic,Geographic Distribution,71%,2,in_exactly_2_of_3,n/a
london,b1,operational,Operational and Funding Models,26,3,in_all_3,stable_in_both
london,b1,operational,Operational and Funding Models,104,3,in_all_3,stable_in_both
london,b1,geographic,Geographic Distribution,15,1,in_exactly_1_of_3,n/a
london,b1,geographic,Geographic Distribution,71,2,in_exactly_2_of_3,n/a
london,b1,geographic,Geographic Distribution,9,2,in_exactly_2_of_3,n/a
london,b1,geographic,Geographic Distribution,50,3,in_all_3,stable_b1_absent_from_all_full
london,b1,types,Types of Food Sharing Initiatives,7,2,in_exactly_2_of_3,n/a
london,b1,types,Types of Food Sharing Initiatives,5.7%,3,in_all_3,n/a
london,b1,reach,Reach and Activity,33,3,in_all_3,stable_in_both
london,b1,operational,Operational and Funding Models,40%,1,in_exactly_1_of_3,n/a
london,b1,types,Types of Food Sharing Initiatives,52,3,in_all_3,stable_in_both
london,b1,geographic,Geographic Distribution,33,3,in_all_3,stable_in_both
london,b1,notable,Notable Initiatives,33,3,in_all_3,stable_in_both
london,b1,types,Types of Food Sharing Initiatives,18,3,in_all_3,stable_in_both
london,b1,types,Types of Food Sharing Initiatives,11.3%,3,in_all_3,stable_in_both
london,b1,reach,Reach and Activity,27,3,in_all_3,stable_in_both
london,b1,geographic,Geographic Distribution,3,2,in_exactly_2_of_3,n/a
milan,full,types,Types of Food Sharing Initiatives,71%,2,in_exactly_2_of_3,n/a
milan,full,operational,Operational and Funding Models,141,3,in_all_3,stable_in_both
milan,full,reach,Reach and Activity,"31,308",3,in_all_3,stable_in_both
milan,full,geographic,Geographic Distribution,65,2,in_exactly_2_of_3,n/a
milan,full,geographic,Geographic Distribution,7,3,in_all_3,stable_in_both
milan,full,types,Types of Food Sharing Initiatives,48.3%,3,in_all_3,n/a
milan,full,types,Types of Food Sharing Initiatives,17.7%,3,in_all_3,stable_in_both
milan,full,reach,Reach and Activity,8,3,in_all_3,stable_in_both
milan,full,operational,Operational and Funding Models,6,3,in_all_3,stable_in_both
milan,full,types,Types of Food Sharing Initiatives,92,3,in_all_3,stable_in_both
milan,full,geographic,Geographic Distribution,8,3,in_all_3,stable_in_both
milan,full,reach,Reach and Activity,42,3,in_all_3,stable_in_both
milan,full,reach,Reach and Activity,43,3,in_all_3,stable_in_both
milan,full,types,Types of Food Sharing Initiatives,24,3,in_all_3,stable_in_both
milan,full,types,Types of Food Sharing Initiatives,16.3%,3,in_all_3,n/a
milan,full,operational,Operational and Funding Models,5,3,in_all_3,stable_in_both
milan,full,operational,Operational and Funding Models,14,3,in_all_3,stable_in_both
milan,full,notable,Notable Initiatives,62.6%,3,in_all_3,stable_in_both
milan,full,operational,Operational and Funding Models,147,3,in_all_3,stable_in_both
milan,full,geographic,Geographic Distribution,11,3,in_all_3,n/a
milan,full,types,Types of Food Sharing Initiatives,30%,2,in_exactly_2_of_3,n/a
milan,full,notable,Notable Initiatives,24%,3,in_all_3,stable_full_absent_from_all_b1
milan,full,types,Types of Food Sharing Initiatives,34.0%,3,in_all_3,stable_in_both
milan,full,types,Types of Food Sharing Initiatives,17,3,in_all_3,stable_in_both
milan,full,geographic,Geographic Distribution,6,3,in_all_3,n/a
milan,full,geographic,Geographic Distribution,1,3,in_all_3,stable_in_both
milan,full,notable,Notable Initiatives,1,3,in_all_3,stable_in_both
milan,full,digital,Digital Presence and Accessibility,5,3,in_all_3,stable_in_both
milan,full,notable,Notable Initiatives,92,3,in_all_3,stable_in_both
milan,full,operational,Operational and Funding Models,48,3,in_all_3,stable_in_both
milan,full,digital,Digital Presence and Accessibility,147,3,in_all_3,stable_in_both
milan,full,geographic,Geographic Distribution,4,3,in_all_3,stable_in_both
milan,full,notable,Notable Initiatives,28,3,in_all_3,stable_in_both
milan,full,geographic,Geographic Distribution,12,2,in_exactly_2_of_3,n/a
milan,full,notable,Notable Initiatives,24,3,in_all_3,stable_in_both
milan,full,types,Types of Food Sharing Initiatives,71,3,in_all_3,stable_in_both
milan,full,digital,Digital Presence and Accessibility,70,3,in_all_3,stable_in_both
milan,full,types,Types of Food Sharing Initiatives,50,3,in_all_3,stable_in_both
milan,full,geographic,Geographic Distribution,22,3,in_all_3,stable_in_both
milan,full,notable,Notable Initiatives,22,3,in_all_3,stable_in_both
milan,full,notable,Notable Initiatives,34,3,in_all_3,stable_full_absent_from_all_b1
milan,full,types,Types of Food Sharing Initiatives,147,3,in_all_3,stable_in_both
milan,full,types,Types of Food Sharing Initiatives,26,3,in_all_3,stable_in_both
milan,full,geographic,Geographic Distribution,34%,3,in_all_3,stable_in_both
milan,full,geographic,Geographic Distribution,3,3,in_all_3,stable_full_absent_from_all_b1
milan,full,operational,Operational and Funding Models,21,3,in_all_3,stable_in_both
milan,full,operational,Operational and Funding Models,3,3,in_all_3,stable_in_both
milan,full,digital,Digital Presence and Accessibility,19,3,in_all_3,stable_in_both
milan,full,geographic,Geographic Distribution,15,3,in_all_3,stable_in_both
milan,full,notable,Notable Initiatives,15,3,in_all_3,stable_in_both
milan,full,geographic,Geographic Distribution,9,3,in_all_3,stable_in_both
milan,full,notable,Notable Initiatives,9,3,in_all_3,stable_in_both
milan,full,types,Types of Food Sharing Initiatives,11.6%,3,in_all_3,stable_in_both
milan,full,operational,Operational and Funding Models,63,3,in_all_3,stable_in_both
milan,full,reach,Reach and Activity,14,3,in_all_3,stable_in_both
milan,full,geographic,Geographic Distribution,5,3,in_all_3,stable_in_both
milan,full,geographic,Geographic Distribution,14,3,in_all_3,stable_full_absent_from_all_b1
milan,full,notable,Notable Initiatives,5,3,in_all_3,stable_in_both
milan,full,notable,Notable Initiatives,16.3%,3,in_all_3,stable_in_both
milan,full,geographic,Geographic Distribution,147,3,in_all_3,stable_in_both
milan,full,reach,Reach and Activity,32,3,in_all_3,stable_in_both
milan,full,geographic,Geographic Distribution,28,3,in_all_3,stable_in_both
milan,full,notable,Notable Initiatives,147,3,in_all_3,stable_in_both
milan,full,types,Types of Food Sharing Initiatives,62.6%,3,in_all_3,n/a
milan,full,reach,Reach and Activity,2,3,in_all_3,stable_in_both
milan,full,reach,Reach and Activity,104,3,in_all_3,stable_in_both
milan,full,operational,Operational and Funding Models,31,3,in_all_3,stable_in_both
milan,full,geographic,Geographic Distribution,2,3,in_all_3,stable_full_absent_from_all_b1
milan,full,notable,Notable Initiatives,104,3,in_all_3,stable_in_both
milan,b1,operational,Operational and Funding Models,141,3,in_all_3,stable_in_both
milan,b1,types,Types of Food Sharing Initiatives,11,1,in_exactly_1_of_3,n/a
milan,b1,reach,Reach and Activity,"31,308",3,in_all_3,stable_in_both
milan,b1,geographic,Geographic Distribution,65,3,in_all_3,n/a
milan,b1,geographic,Geographic Distribution,7,3,in_all_3,stable_in_both
milan,b1,types,Types of Food Sharing Initiatives,48.3%,1,in_exactly_1_of_3,n/a
milan,b1,types,Types of Food Sharing Initiatives,17.7%,3,in_all_3,stable_in_both
milan,b1,types,Types of Food Sharing Initiatives,1,3,in_all_3,stable_b1_absent_from_all_full
milan,b1,operational,Operational and Funding Models,6,3,in_all_3,stable_in_both
milan,b1,types,Types of Food Sharing Initiatives,92,3,in_all_3,stable_in_both
milan,b1,reach,Reach and Activity,8,3,in_all_3,stable_in_both
milan,b1,geographic,Geographic Distribution,8,3,in_all_3,stable_in_both
milan,b1,reach,Reach and Activity,42,3,in_all_3,stable_in_both
milan,b1,reach,Reach and Activity,43,3,in_all_3,stable_in_both
milan,b1,types,Types of Food Sharing Initiatives,24,3,in_all_3,stable_in_both
milan,b1,types,Types of Food Sharing Initiatives,16.3%,1,in_exactly_1_of_3,n/a
milan,b1,types,Types of Food Sharing Initiatives,7.5%,1,in_exactly_1_of_3,n/a
milan,b1,operational,Operational and Funding Models,5,3,in_all_3,stable_in_both
milan,b1,operational,Operational and Funding Models,14,3,in_all_3,stable_in_both
milan,b1,notable,Notable Initiatives,62.6%,3,in_all_3,stable_in_both
milan,b1,geographic,Geographic Distribution,10.3,1,in_exactly_1_of_3,n/a
milan,b1,operational,Operational and Funding Models,147,3,in_all_3,stable_in_both
milan,b1,geographic,Geographic Distribution,11,1,in_exactly_1_of_3,n/a
milan,b1,notable,Notable Initiatives,11,3,in_all_3,stable_b1_absent_from_all_full
milan,b1,types,Types of Food Sharing Initiatives,34.0%,3,in_all_3,stable_in_both
milan,b1,types,Types of Food Sharing Initiatives,17,3,in_all_3,stable_in_both
milan,b1,geographic,Geographic Distribution,6,2,in_exactly_2_of_3,n/a
milan,b1,geographic,Geographic Distribution,1,3,in_all_3,stable_in_both
milan,b1,notable,Notable Initiatives,1,3,in_all_3,stable_in_both
milan,b1,digital,Digital Presence and Accessibility,5,3,in_all_3,stable_in_both
milan,b1,notable,Notable Initiatives,92,3,in_all_3,stable_in_both
milan,b1,geographic,Geographic Distribution,12.3,1,in_exactly_1_of_3,n/a
milan,b1,operational,Operational and Funding Models,48,3,in_all_3,stable_in_both
milan,b1,digital,Digital Presence and Accessibility,147,3,in_all_3,stable_in_both
milan,b1,geographic,Geographic Distribution,4,3,in_all_3,stable_in_both
milan,b1,types,Types of Food Sharing Initiatives,0.7%,3,in_all_3,stable_b1_absent_from_all_full
milan,b1,notable,Notable Initiatives,28,3,in_all_3,stable_in_both
milan,b1,geographic,Geographic Distribution,12,2,in_exactly_2_of_3,n/a
milan,b1,notable,Notable Initiatives,24,3,in_all_3,stable_in_both
milan,b1,notable,Notable Initiatives,70.7%,3,in_all_3,stable_b1_absent_from_all_full
milan,b1,operational,Operational and Funding Models,96%,2,in_exactly_2_of_3,n/a
milan,b1,types,Types of Food Sharing Initiatives,71,3,in_all_3,stable_in_both
milan,b1,digital,Digital Presence and Accessibility,70,3,in_all_3,stable_in_both
milan,b1,types,Types of Food Sharing Initiatives,50,3,in_all_3,stable_in_both
milan,b1,geographic,Geographic Distribution,22,3,in_all_3,stable_in_both
milan,b1,notable,Notable Initiatives,22,3,in_all_3,stable_in_both
milan,b1,operational,Operational and Funding Models,43%,1,in_exactly_1_of_3,n/a
milan,b1,geographic,Geographic Distribution,29,2,in_exactly_2_of_3,n/a
milan,b1,types,Types of Food Sharing Initiatives,14,2,in_exactly_2_of_3,n/a
milan,b1,geographic,Geographic Distribution,21.7,1,in_exactly_1_of_3,n/a
milan,b1,types,Types of Food Sharing Initiatives,9.5%,2,in_exactly_2_of_3,n/a
milan,b1,types,Types of Food Sharing Initiatives,147,3,in_all_3,stable_in_both
milan,b1,types,Types of Food Sharing Initiatives,1.4%,1,in_exactly_1_of_3,n/a
milan,b1,types,Types of Food Sharing Initiatives,26,3,in_all_3,stable_in_both
milan,b1,geographic,Geographic Distribution,34%,3,in_all_3,stable_in_both
milan,b1,types,Types of Food Sharing Initiatives,3,1,in_exactly_1_of_3,n/a
milan,b1,operational,Operational and Funding Models,21,3,in_all_3,stable_in_both
milan,b1,types,Types of Food Sharing Initiatives,2,1,in_exactly_1_of_3,n/a
milan,b1,operational,Operational and Funding Models,3,3,in_all_3,stable_in_both
milan,b1,digital,Digital Presence and Accessibility,19,3,in_all_3,stable_in_both
milan,b1,notable,Notable Initiatives,37,3,in_all_3,stable_b1_absent_from_all_full
milan,b1,geographic,Geographic Distribution,15,3,in_all_3,stable_in_both
milan,b1,notable,Notable Initiatives,15,3,in_all_3,stable_in_both
milan,b1,geographic,Geographic Distribution,9,3,in_all_3,stable_in_both
milan,b1,notable,Notable Initiatives,9,3,in_all_3,stable_in_both
milan,b1,types,Types of Food Sharing Initiatives,11.6%,3,in_all_3,stable_in_both
milan,b1,operational,Operational and Funding Models,63,3,in_all_3,stable_in_both
milan,b1,reach,Reach and Activity,14,3,in_all_3,stable_in_both
milan,b1,geographic,Geographic Distribution,5,3,in_all_3,stable_in_both
milan,b1,notable,Notable Initiatives,5,3,in_all_3,stable_in_both
milan,b1,reach,Reach and Activity,147,3,in_all_3,stable_b1_absent_from_all_full
milan,b1,notable,Notable Initiatives,16.3%,3,in_all_3,stable_in_both
milan,b1,geographic,Geographic Distribution,147,3,in_all_3,stable_in_both
milan,b1,reach,Reach and Activity,32,3,in_all_3,stable_in_both
milan,b1,geographic,Geographic Distribution,28,3,in_all_3,stable_in_both
milan,b1,notable,Notable Initiatives,147,3,in_all_3,stable_in_both
milan,b1,types,Types of Food Sharing Initiatives,62.6%,1,in_exactly_1_of_3,n/a
